,198101,198102,198103,198104,198105,198106,198107,198108,198109,198110,198111,198112,198113,198114,198115,198116,198117,198118,198119,198120,198121,198122,198123,198124,198125,198126,198127,198128,198129,198130,198131,198132,198133,198134,198135,198136,198201,198202,198203,198204,198205,198206,198207,198208,198209,198210,198211,198212,198213,198214,198215,198216,198217,198218,198219,198220,198221,198222,198223,198224,198225,198226,198227,198228,198229,198230,198231,198232,198233,198234,198235,198236,198301,198302,198303,198304,198305,198306,198307,198308,198309,198310,198311,198312,198313,198314,198315,198316,198317,198318,198319,198320,198321,198322,198323,198324,198325,198326,198327,198328,198329,198330,198331,198332,198333,198334,198335,198336,198401,198402,198403,198404,198405,198406,198407,198408,198409,198410,198411,198412,198413,198414,198415,198416,198417,198418,198419,198420,198421,198422,198423,198424,198425,198426,198427,198428,198429,198430,198431,198432,198433,198434,198435,198436,198501,198502,198503,198504,198505,198506,198507,198508,198509,198510,198511,198512,198513,198514,198515,198516,198517,198518,198519,198520,198521,198522,198523,198524,198525,198526,198527,198528,198529,198530,198531,198532,198533,198534,198535,198536,198601,198602,198603,198604,198605,198606,198607,198608,198609,198610,198611,198612,198613,198614,198615,198616,198617,198618,198619,198620,198621,198622,198623,198624,198625,198626,198627,198628,198629,198630,198631,198632,198633,198634,198635,198636,198701,198702,198703,198704,198705,198706,198707,198708,198709,198710,198711,198712,198713,198714,198715,198716,198717,198718,198719,198720,198721,198722,198723,198724,198725,198726,198727,198728,198729,198730,198731,198732,198733,198734,198735,198736,198801,198802,198803,198804,198805,198806,198807,198808,198809,198810,198811,198812,198813,198814,198815,198816,198817,198818,198819,198820,198821,198822,198823,198824,198825,198826,198827,198828,198829,198830,198831,198832,198833,198834,198835,198836,198901,198902,198903,198904,198905,198906,198907,198908,198909,198910,198911,198912,198913,198914,198915,198916,198917,198918,198919,198920,198921,198922,198923,198924,198925,198926,198927,198928,198929,198930,198931,198932,198933,198934,198935,198936,199001,199002,199003,199004,199005,199006,199007,199008,199009,199010,199011,199012,199013,199014,199015,199016,199017,199018,199019,199020,199021,199022,199023,199024,199025,199026,199027,199028,199029,199030,199031,199032,199033,199034,199035,199036,199101,199102,199103,199104,199105,199106,199107,199108,199109,199110,199111,199112,199113,199114,199115,199116,199117,199118,199119,199120,199121,199122,199123,199124,199125,199126,199127,199128,199129,199130,199131,199132,199133,199134,199135,199136,199201,199202,199203,199204,199205,199206,199207,199208,199209,199210,199211,199212,199213,199214,199215,199216,199217,199218,199219,199220,199221,199222,199223,199224,199225,199226,199227,199228,199229,199230,199231,199232,199233,199234,199235,199236,199301,199302,199303,199304,199305,199306,199307,199308,199309,199310,199311,199312,199313,199314,199315,199316,199317,199318,199319,199320,199321,199322,199323,199324,199325,199326,199327,199328,199329,199330,199331,199332,199333,199334,199335,199336,199401,199402,199403,199404,199405,199406,199407,199408,199409,199410,199411,199412,199413,199414,199415,199416,199417,199418,199419,199420,199421,199422,199423,199424,199425,199426,199427,199428,199429,199430,199431,199432,199433,199434,199435,199436,199501,199502,199503,199504,199505,199506,199507,199508,199509,199510,199511,199512,199513,199514,199515,199516,199517,199518,199519,199520,199521,199522,199523,199524,199525,199526,199527,199528,199529,199530,199531,199532,199533,199534,199535,199536,199601,199602,199603,199604,199605,199606,199607,199608,199609,199610,199611,199612,199613,199614,199615,199616,199617,199618,199619,199620,199621,199622,199623,199624,199625,199626,199627,199628,199629,199630,199631,199632,199633,199634,199635,199636,199701,199702,199703,199704,199705,199706,199707,199708,199709,199710,199711,199712,199713,199714,199715,199716,199717,199718,199719,199720,199721,199722,199723,199724,199725,199726,199727,199728,199729,199730,199731,199732,199733,199734,199735,199736,199801,199802,199803,199804,199805,199806,199807,199808,199809,199810,199811,199812,199813,199814,199815,199816,199817,199818,199819,199820,199821,199822,199823,199824,199825,199826,199827,199828,199829,199830,199831,199832,199833,199834,199835,199836,199901,199902,199903,199904,199905,199906,199907,199908,199909,199910,199911,199912,199913,199914,199915,199916,199917,199918,199919,199920,199921,199922,199923,199924,199925,199926,199927,199928,199929,199930,199931,199932,199933,199934,199935,199936,200001,200002,200003,200004,200005,200006,200007,200008,200009,200010,200011,200012,200013,200014,200015,200016,200017,200018,200019,200020,200021,200022,200023,200024,200025,200026,200027,200028,200029,200030,200031,200032,200033,200034,200035,200036,200101,200102,200103,200104,200105,200106,200107,200108,200109,200110,200111,200112,200113,200114,200115,200116,200117,200118,200119,200120,200121,200122,200123,200124,200125,200126,200127,200128,200129,200130,200131,200132,200133,200134,200135,200136,200201,200202,200203,200204,200205,200206,200207,200208,200209,200210,200211,200212,200213,200214,200215,200216,200217,200218,200219,200220,200221,200222,200223,200224,200225,200226,200227,200228,200229,200230,200231,200232,200233,200234,200235,200236,200301,200302,200303,200304,200305,200306,200307,200308,200309,200310,200311,200312,200313,200314,200315,200316,200317,200318,200319,200320,200321,200322,200323,200324,200325,200326,200327,200328,200329,200330,200331,200332,200333,200334,200335,200336,200401,200402,200403,200404,200405,200406,200407,200408,200409,200410,200411,200412,200413,200414,200415,200416,200417,200418,200419,200420,200421,200422,200423,200424,200425,200426,200427,200428,200429,200430,200431,200432,200433,200434,200435,200436,200501,200502,200503,200504,200505,200506,200507,200508,200509,200510,200511,200512,200513,200514,200515,200516,200517,200518,200519,200520,200521,200522,200523,200524,200525,200526,200527,200528,200529,200530,200531,200532,200533,200534,200535,200536,200601,200602,200603,200604,200605,200606,200607,200608,200609,200610,200611,200612,200613,200614,200615,200616,200617,200618,200619,200620,200621,200622,200623,200624,200625,200626,200627,200628,200629,200630,200631,200632,200633,200634,200635,200636,200701,200702,200703,200704,200705,200706,200707,200708,200709,200710,200711,200712,200713,200714,200715,200716,200717,200718,200719,200720,200721,200722,200723,200724,200725,200726,200727,200728,200729,200730,200731,200732,200733,200734,200735,200736,200801,200802,200803,200804,200805,200806,200807,200808,200809,200810,200811,200812,200813,200814,200815,200816,200817,200818,200819,200820,200821,200822,200823,200824,200825,200826,200827,200828,200829,200830,200831,200832,200833,200834,200835,200836,200901,200902,200903,200904,200905,200906,200907,200908,200909,200910,200911,200912,200913,200914,200915,200916,200917,200918,200919,200920,200921,200922,200923,200924,200925,200926,200927,200928,200929,200930,200931,200932,200933,200934,200935,200936,201001,201002,201003,201004,201005,201006,201007,201008,201009,201010,201011,201012,201013,201014,201015,201016,201017,201018,201019,201020,201021,201022,201023,201024,201025,201026,201027,201028,201029,201030,201031,201032,201033,201034,201035,201036,201101,201102,201103,201104,201105,201106,201107,201108,201109,201110,201111,201112,201113,201114,201115,201116,201117,201118,201119,201120,201121,201122,201123,201124,201125,201126,201127,201128,201129,201130,201131,201132,201133,201134,201135,201136,201201,201202,201203,201204,201205,201206,201207,201208,201209,201210,201211,201212,201213,201214,201215,201216,201217,201218,201219,201220,201221,201222,201223,201224,201225,201226,201227,201228,201229,201230,201231,201232,201233,201234,201235,201236,201301,201302,201303,201304,201305,201306,201307,201308,201309,201310,201311,201312,201313,201314,201315,201316,201317,201318,201319,201320,201321,201322,201323,201324,201325,201326,201327,201328,201329,201330,201331,201332,201333,201334,201335,201336,201401,201402,201403,201404,201405,201406,201407,201408,201409,201410,201411,201412,201413,201414,201415,201416,201417,201418,201419,201420,201421,201422,201423,201424,201425,201426,201427,201428,201429,201430,201431,201432,201433,201434,201435,201436,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201513,201514,201515,201516,201517,201518,201519,201520,201521,201522,201523,201524,201525,201526,201527,201528,201529,201530,201531,201532,201533,201534,201535,201536,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201613,201614,201615,201616,201617,201618,201619,201620,201621,201622,201623,201624,201625,201626,201627,201628,201629,201630,201631,201632,201633,201634,201635,201636,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201713,201714,201715,201716,201717,201718,201719,201720,201721,201722,201723,201724,201725,201726,201727,201728,201729,201730,201731,201732,201733,201734,201735,201736,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201813,201814,201815,201816,201817,201818,201819,201820,201821,201822,201823,201824,201825,201826,201827,201828,201829,201830,201831,201832,201833,201834,201835,201836,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,201913,201914,201915,201916,201917,201918,201919,201920,201921,201922,201923,201924,201925,201926,201927,201928,201929,201930,201931,201932,201933,201934,201935,201936,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202013,scenario
Santa Ana,7.739,6.559,1.1939,1.1385,4.1117,1.403,210.456,425.308,295.532,2.1099,142.225,8.7864,1.7274,1.4495,2.922,4.486,1.197,4.2172,292.011,309.946,159.589,151.761,185.559,17.664,5.1689,166.202,8.3619,7.2027,474,777,67,76,3.432,313,188,7.105,1.9929,5.4477,1.9955,204.272,6.4692,11.1778,2.5657,153.262,9.4084,136.256,5.0938,4.966,224.629,4.9803,3.7078,0,27,1.975,4.459,1.0742,151.743,5.0634,9.7382,9.7113,4.874,3.8803,6.6327,4.4799,147.766,2.8222,3.4861,12.3003,2.6372,804,1.7516,6.506,3.7605,2.521,158.776,10.832,7.042,2.198,12.5094,133.378,8.9491,190.599,192.404,38.361,9.026,15.118,5.5156,4.6506,27,2.7373,1.492,1.3467,155.764,4.3575,8.7399,13.95,2.4227,4.2654,6.515,2.717,2.3235,688,4.879,4.0268,1.037,992,617,2.538,1.4111,1.6273,1.6676,3.771,1.4093,1.1707,813,1.7471,3.7828,1.921,6.8088,8.95,142.359,195.514,2.4021,71,168,876,8.481,1.143,5.675,8.293,6.318,2.1948,3.5514,9.8257,3,54,357,76,361,1.8499,5.6247,2.4593,1.4817,1.162,1.0992,8.954,8.4316,1.698,724,2.297,647,1.868,9.832,8.3181,5.9884,325.889,10.7239,1.7703,0,0,1.448,116,10.311,11.9955,6.2994,8.3083,4.8758,166.122,9.6372,4.765,1.9955,1.716,0,572,1.2181,3.307,2.315,1.2502,7.837,2.315,7.614,6.416,4.602,3.423,5.1957,7.7498,209.937,4.0349,4.1591,1.180.983,11.4781,7.7417,9.946,9.5925,731,134,1.886,5.9169,186.595,2.8418,135.407,9.3101,1.7069,187.239,8.529,4.4316,9.312,2.163,2.082,269,2.887,1.126,1.171,3.1537,1.9929,2.189,7.158,8.275,8.883,1.296,1.233,12.3164,10.7408,5.8811,4.5952,547.605,5.5201,2.422,2.0956,327.006,8.5693,1.099,0,608,647,3.0331,5.3342,12.4093,173.718,6.3029,2.9124,2.7784,2.0304,2.7936,572,1.3128,252,1.412,375,3.1743,777,3.673,2.849,1.5237,8.382,8.347,8.6041,4.1376,1.6399,1.948,2.261,1.8391,450.447,5.496,134,1.2502,509,5.675,9.223,1.358,4.882,12.9124,648.088,142.395,212.422,11.2708,241.573,344.021,8.1403,3.1475,1.528,688,894,3.235,2.046,804,1.716,1.877,5.648,2.79,1.4906,296.979,244,1.332,210.724,9.6282,208.579,228.856,9.8981,418.829,3.5407,6.5782,134,3.539,2.556,27,7.4111,8.5827,6.0769,9.6077,7.8704,7.2672,9.6604,8.9062,6.0143,1.421,4.325,0.84,1.2994,5.192,6.443,3.429,6.1242,5.192,2.815,7.1385,1.311,506.953,296.944,6.4441,672,9.508,154.039,175.192,7.685,294.915,2.5576,143,268,1.895,71,8,2.6962,156.577,136.774,4.6765,11.3619,8.1412,11.9848,10.6461,130.858,1.5487,89,304,8.114,5.219,3.271,1.376,733,1.716,1.1814,2.922,9.214,4.084,249.428,1.3852,272.592,191.752,9.8222,1.0697,3.3208,4.8954,11.3485,4.763,1.2627,0,34,2.2064,143.351,140.831,12.118,8.672,246.801,7.9428,8.3959,2.9276,12.0223,2.7096,0,0,3.6577,813,3.878,167.391,1.144,188,4.8901,14.395,245.576,8.4996,2.3405,3.226,7.873,3.8704,5.139,4.9955,1.1591,4.0626,4.1573,1.7301,1.671,3.762,118,4.227,6.1769,7.1635,252.279,281.028,394.415,9.5871,158.767,343.727,6.7819,4.0554,5.952,518,5.2243,1.9705,5.085,5.058,9.884,12.0465,3.887,3.8731,196.729,203.843,10.95,8.579,1.4495,3.0366,2.2708,9.7873,474.727,9.916,136.685,15.412,5.3244,5.603,232,983,2.6282,279.142,23.765,4.2556,9.053,170.223,169.285,3.9616,9.1868,5.21,27,12.5192,8.472,4.906,5.076,1.028,599,7.069,3.825,361,2.922,42,197,1.412,2.8123,3.3548,139.374,1.171,12.8409,2.7578,2.3164,6.5246,27,876,36,1.2958,8.6282,273.771,494.611,182.967,295.076,223.905,10.5139,520.286,171.001,1.233,116,42,6.5827,7.681,2.4039,6.971,929,59,4.066,4.272,3.128,15.857,2.6506,1.7087,184.692,3.6461,5.8803,170.652,217.578,12.6122,8.105,3.6175,226.291,4.571,769,3.067,4.3548,180.304,492.592,199.285,233.816,44.79,7.7703,5.1385,6.425,706,849,3.7131,6.819,929,277,5.755,1.7954,2.655,10.958,10.3012,2.2029,6.819,3.503,437,6.899,6.3029,763.423,4.6318,6.6032,7.5773,2.6488,20.933,3.6309,3.4433,6.175,1.224,6.1653,146.336,142.127,12.529,136.282,30.126,246.792,4.3235,1.0965,3.5541,1.647,1.108,1.126,164.772,2.1269,313,402,756,8.525,2.4853,257.265,3.021,3.324,1.403,7.587,6.092,15.538,5.9634,1.6577,4.1171,5.183,2.613,6.6756,3.773,1.2547,2.5174,188.239,7.8597,4.1466,6.58,9.4763,9.9973,2.4888,10.4602,9.1948,3.445,11.5594,231.689,983,142.002,10.2538,3.423,536,1.635,6.874,170.617,1.5469,1.3271,6.7319,231.332,633.968,1.8436,9.884,1.5121,4.9124,167.194,5.6247,1.591,188,27,456,813,144.861,240.903,318.141,170.751,164.129,413.852,173.146,11.1063,10.3065,4.0197,9.562,5.076,3.137,2.574,3.083,697,983,3.566,5.6801,1.6676,5.567,2.368,3.619,2.315,11.0447,8.749,141.457,487,2.9285,6.084,1.1618,858,876,0,1.224,1.2931,9.7945,17.277,257.024,177.489,225.317,279.196,158.007,8.5478,4.6935,279.214,133.199,185,6.032,3.1171,179,822,3.557,1.055,5.755,6.577,7.319,6.631,1.555,1.287,4.379,336,2.3914,1.3557,5.546,283.423,12.168,118,36,18,3.923,3.5139,137.775,7.2797,22.899,606.175,333.271,154.379,208.758,3.8579,12.0634,193.557,7.1671,10.3056,380.947,1.2288,5.809,2.0116,11.5996,8,9.249,4.987,5.156,2.9196,1.046,724,7.2404,244.799,212.332,4.629,3.414,6.7435,156.023,1.0161,357,18,4.567,3.3119,2.2395,8.9911,427.131,142.306,198.088,22.521,231.126,264.674,2.109,1.1376,2.1323,1.4576,3.637,1.626,214,1.7408,483,8.204,8.1385,4.2029,5.666,1.037,1.0688,572,156.953,10.5523,7.6595,271.868,167.784,5.4495,3.396,7.775,7.176,2.2189,151,867,4.683,9.2904,181.921,209.214,10.0938,9.63,220.313,6.9223,3.445,6.6247,509,126,4.325,357,6.408,411,6.4611,212.038,8.954,1.2869,4.9473,4.111,2.395,224.298,116,4.1358,2.6783,1.081,295.013,10.6309,0.37,2.592,134,1.3146,107,3.79,10.7721,5.1055,8.5961,554.513,404.727,132.315,7.9759,4.5219,9.5737,322,63,876,4.388,1.0331,6.801,260.143,509,42,8.114,6.7221,1.5845,3.017,518,429,1.0813,12.2663,4.5183,284.727,407.623,1.0286,3.0742,197,331,18,5.022,4.7453,664,10.345,8.6059,164.924,22.521,4.3307,5.1215,8.3378,11.7256,7.1269,715,731,1.993,2.029,5.7962,161,2.216,7.802,4.057,6.6542,6.077,2.833,3.137,5.514,1.6104,7.5853,1.546,1.189,165.237,315.791,3.3369,9.6631,2.0903,2.3566,54,5.2985,10.9553,151.412,349.526,144.996,243.235,26.933,4.6086,10.9571,12.8043,7.587,4.415,206,84,198.239,983,894,465,1.707,3.664,7.444,2.3405,1.823,2.034,504,1.063,9.3548,10.7811,486.971,2.8177,5.6819,6.9437,769,5.585,71,9.973,1.055,2.1626,12.5317,10.0661,324.844,12.916,455.809,168.302,2.5103,2.3432,929,1.939,3.1963,2.163,1.439,1.0724,7.6559,1.671,8.1215,6.597,2.2315,1.714,3.9303,2.0822,161,188,1.5532,1.7265,3.8365,464.754,7.6363,4.254,3.673,8.454,554,581,5.025,373.146,353.476,240.143,244.263,164.906,10.6568,11.4531,136.604,4.5273,1.1099,1.0188,1.099,6.836,349,5.487,295,152,2.887,445,5.7873,2.324,4.111,1.126,1.501,328,4.236,5.541,162.163,1.8114,3.038,9.3458,2.4647,3.986,1.2895,1.2341,402,5.6005,7.4075,283.735,8.1457,11.4039,11.0483,214.361,1.6327,3.2422,4.025,474,3.0474,299.937,1.618,1.421,331,161,2.824,5.943,1.5407,201.769,2.198,2.842,7.194,447,345,4.3735,234.218,5.139,252,661,4.978,9,1.0268,4.0947,9.598,8.8472,4.8222,11.2708,4.2064,235.603,308.088,9.2538,319,3.861,3.8195,10.3691,411,3.199,1.215,8.7337,1.0974,4.4531,857,5.424,5.898,2.645,7.7033,8.114,4.4066,189.866,3.1269,5.9991,5.996,157.024,8.9866,11.9339,3.6649,7.828,18,63,5.862,1.6041,274.638,179.178,211.573,344.021,225.603,7.4826,18.227,1.9187,1.2806,1.269,232,563,5.031,2.5353,193,572,1.671,3.387,2.1618,1.7542,2.458,1.537,903,6.3592,4.8481,4.683,1.653,1.8588,3.5174,2.8016,12.8722,5.3003,241,4.111,947,1.895,6.7945,10.9741,288.204,186.622,12.3843,9.3235,2.181,6.7105,185,554,804,12.2574,5.594,137.122,8,161,2.172,6.783,6.971,7.328,4.978,2.404,2.744,3.932,4.3575,134.388,12.5264,4.4424,9.1573,5.0527,1.1394,1.0885,17,1.0429,8.4048,3.6702,10.6354,355.058,271.296,11.7659,244.433,7.1403,3.6157,3.2189,492,608,1.7096,42,1.376,2.779,652,84,3.628,5.0465,2.7167,3.825,4.835,0.05,1.108,756,11.4951,490.912,11.6238,5.049,5.0393,10.748,1.385,2.672,116,7.462,3.539,7.4504,134.772,20.958,363.646,160.214,208.588,8.5049,5.8007,9.7954,7.2413,7.212,1.555,4.388,4.861,7.042,572,608,3.351,4.942,1.3914,361,5.987,10.3056,1.895,1.537,1.7676,168.052,7.0527,1.1989,8.0742,162.547,4.8883,6.7864,107,89,429,2.2601,11.7909,288.856,246.765,299.115,156.524,327.113,233.941,7.1144,269.634,1.081,769,1.197,2.3235,3.9482,2.869,1.197,1.403,1.1269,1.3619,3.637,76,109,45,715,3.0286,10.6256,3.4441,697,5.791,9.79,518,141.528,1.3691,0,4.6461,59,11.3146,2.4406,343.709,12.0116,398.222,150.027,144.888,12.6613,3.529,733,2.663,5.1197,5.7516,4.808,2.073,1.984,3.6077,3.6148,2.7873,4.7033,1.9857,554,163.512,4.8454,2.2136,7.1144,38.605,609.803,433.735,188.481,765,1.752,1.0188,6.0965,4.3315,6.5648,12.9178,204.754,517.453,198.141,8.9196,156.104,6.2359,3.5782,197,89,76,9.759,1.099,10.9446,903,268,4.629,7.355,7.605,9.482,5.996,435.657,1.7033,5.094,5.6211,136.792,2.181,1.805,17.748,9.7891,12.7087,715,63,1.573,2.717,6.5728,8.2091,11.1537,12.6979,529.732,304.844,12.2027,143.476,5.5853,4.1989,3.1126,188,9.955,681,1.6524,706,143,9,3.2708,6.497,1.0554,8.561,4.6381,4.9482,3.6416,4.8445,2.806,355.433,57.008,206.273,3.646,7.504,965,2.529,8.6023,5.389,9.9589,146.756,267.542,181.644,244.236,272.368,179.455,148.409,1.7042,214,7.1671,3.2815,6.9392,354.263,1.5702,384,152,2.833,9.857,1.0715,1.0947,6.282,9.8651,3.753,1.126,5.827,1.042,9.8275,12.5961,1.2261,679,154.727,281.823,2.4459,2.4433,3.0366,9.437,155.961,10.2931,182.726,160.027,12.4861,10.9812,139.544,142.913,9.2484,1.5469,157.659,3.986,4.4388,40.109,3.353,1.9205,1.501,6.139,1.0107,2.7596,3.262,7.8007,2.699,7.864,8.8195,247.551,2.2493,442.216,178.123,10.8436,400
